"","Bird.Call","julian_day","min_bin","n"
"2749","Eastern Wood-Pewee",201,9,0
"2750","Acadian Flycatcher",201,9,0
"2751","Yellow-throated Vireo",201,9,0
"2752","Tufted Titmouse",201,9,1
"2753","Summer Tanager",201,9,0
"2754","Scarlet Tanager",201,9,0
"2755","Eastern Wood-Pewee",151,10,0
"2756","Acadian Flycatcher",151,10,22
"2757","Yellow-throated Vireo",151,10,12
"2758","Tufted Titmouse",151,10,12
"2759","Summer Tanager",151,10,1
"2760","Scarlet Tanager",151,10,0
"2761","Eastern Wood-Pewee",152,10,0
"2762","Acadian Flycatcher",152,10,22
"2763","Yellow-throated Vireo",152,10,0
"2764","Tufted Titmouse",152,10,0
"2765","Summer Tanager",152,10,270
"2766","Scarlet Tanager",152,10,4
"2767","Eastern Wood-Pewee",153,10,10
"2768","Acadian Flycatcher",153,10,68
"2769","Yellow-throated Vireo",153,10,6
"2770","Tufted Titmouse",153,10,0
"2771","Summer Tanager",153,10,2
"2772","Scarlet Tanager",153,10,0
"2773","Eastern Wood-Pewee",154,10,12
"2774","Acadian Flycatcher",154,10,49
"2775","Yellow-throated Vireo",154,10,2
"2776","Tufted Titmouse",154,10,0
"2777","Summer Tanager",154,10,2
"2778","Scarlet Tanager",154,10,0
"2779","Eastern Wood-Pewee",155,10,0
"2780","Acadian Flycatcher",155,10,33
"2781","Yellow-throated Vireo",155,10,11
"2782","Tufted Titmouse",155,10,34
"2783","Summer Tanager",155,10,0
"2784","Scarlet Tanager",155,10,0
"2785","Eastern Wood-Pewee",156,10,0
"2786","Acadian Flycatcher",156,10,66
"2787","Yellow-throated Vireo",156,10,6
"2788","Tufted Titmouse",156,10,3
"2789","Summer Tanager",156,10,13
"2790","Scarlet Tanager",156,10,3
"2791","Eastern Wood-Pewee",157,10,0
"2792","Acadian Flycatcher",157,10,68
"2793","Yellow-throated Vireo",157,10,0
"2794","Tufted Titmouse",157,10,1
"2795","Summer Tanager",157,10,11
"2796","Scarlet Tanager",157,10,3
"2797","Eastern Wood-Pewee",158,10,0
"2798","Acadian Flycatcher",158,10,17
"2799","Yellow-throated Vireo",158,10,2
"2800","Tufted Titmouse",158,10,5
"2801","Summer Tanager",158,10,90
"2802","Scarlet Tanager",158,10,1
"2803","Eastern Wood-Pewee",159,10,0
"2804","Acadian Flycatcher",159,10,2
"2805","Yellow-throated Vireo",159,10,5
"2806","Tufted Titmouse",159,10,0
"2807","Summer Tanager",159,10,115
"2808","Scarlet Tanager",159,10,18
"2809","Eastern Wood-Pewee",160,10,4
"2810","Acadian Flycatcher",160,10,5
"2811","Yellow-throated Vireo",160,10,1
"2812","Tufted Titmouse",160,10,0
"2813","Summer Tanager",160,10,25
"2814","Scarlet Tanager",160,10,0
"2815","Eastern Wood-Pewee",161,10,0
"2816","Acadian Flycatcher",161,10,19
"2817","Yellow-throated Vireo",161,10,4
"2818","Tufted Titmouse",161,10,0
"2819","Summer Tanager",161,10,19
"2820","Scarlet Tanager",161,10,0
"2821","Eastern Wood-Pewee",162,10,0
"2822","Acadian Flycatcher",162,10,6
"2823","Yellow-throated Vireo",162,10,19
"2824","Tufted Titmouse",162,10,0
"2825","Summer Tanager",162,10,55
"2826","Scarlet Tanager",162,10,6
"2827","Eastern Wood-Pewee",163,10,0
"2828","Acadian Flycatcher",163,10,4
"2829","Yellow-throated Vireo",163,10,15
"2830","Tufted Titmouse",163,10,0
"2831","Summer Tanager",163,10,7
"2832","Scarlet Tanager",163,10,0
"2833","Eastern Wood-Pewee",164,10,0
"2834","Acadian Flycatcher",164,10,1
"2835","Yellow-throated Vireo",164,10,4
"2836","Tufted Titmouse",164,10,0
"2837","Summer Tanager",164,10,0
"2838","Scarlet Tanager",164,10,0
"2839","Eastern Wood-Pewee",165,10,29
"2840","Acadian Flycatcher",165,10,0
"2841","Yellow-throated Vireo",165,10,0
"2842","Tufted Titmouse",165,10,0
"2843","Summer Tanager",165,10,0
"2844","Scarlet Tanager",165,10,0
"2845","Eastern Wood-Pewee",166,10,41
"2846","Acadian Flycatcher",166,10,4
"2847","Yellow-throated Vireo",166,10,5
"2848","Tufted Titmouse",166,10,12
"2849","Summer Tanager",166,10,0
"2850","Scarlet Tanager",166,10,0
"2851","Eastern Wood-Pewee",167,10,0
"2852","Acadian Flycatcher",167,10,24
"2853","Yellow-throated Vireo",167,10,12
"2854","Tufted Titmouse",167,10,1
"2855","Summer Tanager",167,10,0
"2856","Scarlet Tanager",167,10,1
"2857","Eastern Wood-Pewee",168,10,54
"2858","Acadian Flycatcher",168,10,42
"2859","Yellow-throated Vireo",168,10,9
"2860","Tufted Titmouse",168,10,3
"2861","Summer Tanager",168,10,0
"2862","Scarlet Tanager",168,10,2
"2863","Eastern Wood-Pewee",169,10,1
"2864","Acadian Flycatcher",169,10,1
"2865","Yellow-throated Vireo",169,10,0
"2866","Tufted Titmouse",169,10,48
"2867","Summer Tanager",169,10,41
"2868","Scarlet Tanager",169,10,0
"2869","Eastern Wood-Pewee",170,10,0
"2870","Acadian Flycatcher",170,10,17
"2871","Yellow-throated Vireo",170,10,5
"2872","Tufted Titmouse",170,10,0
"2873","Summer Tanager",170,10,0
"2874","Scarlet Tanager",170,10,0
"2875","Eastern Wood-Pewee",171,10,0
"2876","Acadian Flycatcher",171,10,22
"2877","Yellow-throated Vireo",171,10,0
"2878","Tufted Titmouse",171,10,0
"2879","Summer Tanager",171,10,0
"2880","Scarlet Tanager",171,10,0
"2881","Eastern Wood-Pewee",172,10,0
"2882","Acadian Flycatcher",172,10,14
"2883","Yellow-throated Vireo",172,10,16
"2884","Tufted Titmouse",172,10,0
"2885","Summer Tanager",172,10,0
"2886","Scarlet Tanager",172,10,5
"2887","Eastern Wood-Pewee",173,10,0
"2888","Acadian Flycatcher",173,10,7
"2889","Yellow-throated Vireo",173,10,30
"2890","Tufted Titmouse",173,10,3
"2891","Summer Tanager",173,10,10
"2892","Scarlet Tanager",173,10,6
"2893","Eastern Wood-Pewee",174,10,0
"2894","Acadian Flycatcher",174,10,5
"2895","Yellow-throated Vireo",174,10,14
"2896","Tufted Titmouse",174,10,0
"2897","Summer Tanager",174,10,0
"2898","Scarlet Tanager",174,10,1
"2899","Eastern Wood-Pewee",175,10,0
"2900","Acadian Flycatcher",175,10,0
"2901","Yellow-throated Vireo",175,10,0
"2902","Tufted Titmouse",175,10,1
"2903","Summer Tanager",175,10,0
"2904","Scarlet Tanager",175,10,0
"2905","Eastern Wood-Pewee",176,10,0
"2906","Acadian Flycatcher",176,10,10
"2907","Yellow-throated Vireo",176,10,2
"2908","Tufted Titmouse",176,10,0
"2909","Summer Tanager",176,10,1
"2910","Scarlet Tanager",176,10,0
"2911","Eastern Wood-Pewee",177,10,0
"2912","Acadian Flycatcher",177,10,0
"2913","Yellow-throated Vireo",177,10,0
"2914","Tufted Titmouse",177,10,2
"2915","Summer Tanager",177,10,0
"2916","Scarlet Tanager",177,10,0
"2917","Eastern Wood-Pewee",178,10,0
"2918","Acadian Flycatcher",178,10,1
"2919","Yellow-throated Vireo",178,10,1
"2920","Tufted Titmouse",178,10,0
"2921","Summer Tanager",178,10,0
"2922","Scarlet Tanager",178,10,0
"2923","Eastern Wood-Pewee",179,10,0
"2924","Acadian Flycatcher",179,10,20
"2925","Yellow-throated Vireo",179,10,0
"2926","Tufted Titmouse",179,10,0
"2927","Summer Tanager",179,10,0
"2928","Scarlet Tanager",179,10,1
"2929","Eastern Wood-Pewee",180,10,0
"2930","Acadian Flycatcher",180,10,0
"2931","Yellow-throated Vireo",180,10,0
"2932","Tufted Titmouse",180,10,0
"2933","Summer Tanager",180,10,0
"2934","Scarlet Tanager",180,10,0
"2935","Eastern Wood-Pewee",181,10,0
"2936","Acadian Flycatcher",181,10,7
"2937","Yellow-throated Vireo",181,10,0
"2938","Tufted Titmouse",181,10,0
"2939","Summer Tanager",181,10,0
"2940","Scarlet Tanager",181,10,0
"2941","Eastern Wood-Pewee",182,10,10
"2942","Acadian Flycatcher",182,10,3
"2943","Yellow-throated Vireo",182,10,0
"2944","Tufted Titmouse",182,10,0
"2945","Summer Tanager",182,10,0
"2946","Scarlet Tanager",182,10,0
"2947","Eastern Wood-Pewee",183,10,0
"2948","Acadian Flycatcher",183,10,16
"2949","Yellow-throated Vireo",183,10,1
"2950","Tufted Titmouse",183,10,0
"2951","Summer Tanager",183,10,0
"2952","Scarlet Tanager",183,10,0
"2953","Eastern Wood-Pewee",184,10,11
"2954","Acadian Flycatcher",184,10,1
"2955","Yellow-throated Vireo",184,10,9
"2956","Tufted Titmouse",184,10,0
"2957","Summer Tanager",184,10,0
"2958","Scarlet Tanager",184,10,0
"2959","Eastern Wood-Pewee",185,10,18
"2960","Acadian Flycatcher",185,10,2
"2961","Yellow-throated Vireo",185,10,0
"2962","Tufted Titmouse",185,10,2
"2963","Summer Tanager",185,10,0
"2964","Scarlet Tanager",185,10,0
"2965","Eastern Wood-Pewee",186,10,0
"2966","Acadian Flycatcher",186,10,3
"2967","Yellow-throated Vireo",186,10,1
"2968","Tufted Titmouse",186,10,0
"2969","Summer Tanager",186,10,0
"2970","Scarlet Tanager",186,10,0
"2971","Eastern Wood-Pewee",187,10,0
"2972","Acadian Flycatcher",187,10,230
"2973","Yellow-throated Vireo",187,10,0
"2974","Tufted Titmouse",187,10,0
"2975","Summer Tanager",187,10,0
"2976","Scarlet Tanager",187,10,0
"2977","Eastern Wood-Pewee",188,10,0
"2978","Acadian Flycatcher",188,10,4
"2979","Yellow-throated Vireo",188,10,0
"2980","Tufted Titmouse",188,10,0
"2981","Summer Tanager",188,10,12
"2982","Scarlet Tanager",188,10,0
"2983","Eastern Wood-Pewee",189,10,3
"2984","Acadian Flycatcher",189,10,4
"2985","Yellow-throated Vireo",189,10,2
"2986","Tufted Titmouse",189,10,0
"2987","Summer Tanager",189,10,40
"2988","Scarlet Tanager",189,10,0
"2989","Eastern Wood-Pewee",190,10,0
"2990","Acadian Flycatcher",190,10,0
"2991","Yellow-throated Vireo",190,10,1
"2992","Tufted Titmouse",190,10,0
"2993","Summer Tanager",190,10,0
"2994","Scarlet Tanager",190,10,0
"2995","Eastern Wood-Pewee",191,10,0
"2996","Acadian Flycatcher",191,10,0
"2997","Yellow-throated Vireo",191,10,0
"2998","Tufted Titmouse",191,10,0
"2999","Summer Tanager",191,10,7
"3000","Scarlet Tanager",191,10,0
"3001","Eastern Wood-Pewee",192,10,0
"3002","Acadian Flycatcher",192,10,0
"3003","Yellow-throated Vireo",192,10,0
"3004","Tufted Titmouse",192,10,17
"3005","Summer Tanager",192,10,19
"3006","Scarlet Tanager",192,10,1
"3007","Eastern Wood-Pewee",193,10,0
"3008","Acadian Flycatcher",193,10,0
"3009","Yellow-throated Vireo",193,10,0
"3010","Tufted Titmouse",193,10,10
"3011","Summer Tanager",193,10,0
"3012","Scarlet Tanager",193,10,0
"3013","Eastern Wood-Pewee",194,10,0
"3014","Acadian Flycatcher",194,10,18
"3015","Yellow-throated Vireo",194,10,0
"3016","Tufted Titmouse",194,10,0
"3017","Summer Tanager",194,10,0
"3018","Scarlet Tanager",194,10,0
"3019","Eastern Wood-Pewee",195,10,0
"3020","Acadian Flycatcher",195,10,13
"3021","Yellow-throated Vireo",195,10,1
"3022","Tufted Titmouse",195,10,0
"3023","Summer Tanager",195,10,0
"3024","Scarlet Tanager",195,10,0
"3025","Eastern Wood-Pewee",196,10,0
"3026","Acadian Flycatcher",196,10,1
"3027","Yellow-throated Vireo",196,10,2
"3028","Tufted Titmouse",196,10,0
"3029","Summer Tanager",196,10,0
"3030","Scarlet Tanager",196,10,0
"3031","Eastern Wood-Pewee",197,10,2
"3032","Acadian Flycatcher",197,10,11
"3033","Yellow-throated Vireo",197,10,1
"3034","Tufted Titmouse",197,10,0
"3035","Summer Tanager",197,10,1
"3036","Scarlet Tanager",197,10,3
"3037","Eastern Wood-Pewee",198,10,0
"3038","Acadian Flycatcher",198,10,3
"3039","Yellow-throated Vireo",198,10,0
"3040","Tufted Titmouse",198,10,8
"3041","Summer Tanager",198,10,1
"3042","Scarlet Tanager",198,10,0
"3043","Eastern Wood-Pewee",199,10,0
"3044","Acadian Flycatcher",199,10,3
"3045","Yellow-throated Vireo",199,10,0
"3046","Tufted Titmouse",199,10,0
"3047","Summer Tanager",199,10,1
"3048","Scarlet Tanager",199,10,0
"3049","Eastern Wood-Pewee",200,10,0
"3050","Acadian Flycatcher",200,10,0
"3051","Yellow-throated Vireo",200,10,5
"3052","Tufted Titmouse",200,10,0
"3053","Summer Tanager",200,10,0
"3054","Scarlet Tanager",200,10,4
"3055","Eastern Wood-Pewee",201,10,0
"3056","Acadian Flycatcher",201,10,0
"3057","Yellow-throated Vireo",201,10,0
"3058","Tufted Titmouse",201,10,0
"3059","Summer Tanager",201,10,0
"3060","Scarlet Tanager",201,10,0
"3061","Eastern Wood-Pewee",151,11,1
"3062","Acadian Flycatcher",151,11,17
"3063","Yellow-throated Vireo",151,11,2
"3064","Tufted Titmouse",151,11,1
"3065","Summer Tanager",151,11,0
"3066","Scarlet Tanager",151,11,0
"3067","Eastern Wood-Pewee",152,11,0
"3068","Acadian Flycatcher",152,11,44
"3069","Yellow-throated Vireo",152,11,19
"3070","Tufted Titmouse",152,11,0
"3071","Summer Tanager",152,11,129
"3072","Scarlet Tanager",152,11,1
"3073","Eastern Wood-Pewee",153,11,5
"3074","Acadian Flycatcher",153,11,102
"3075","Yellow-throated Vireo",153,11,9
"3076","Tufted Titmouse",153,11,0
"3077","Summer Tanager",153,11,0
"3078","Scarlet Tanager",153,11,0
"3079","Eastern Wood-Pewee",154,11,13
"3080","Acadian Flycatcher",154,11,11
"3081","Yellow-throated Vireo",154,11,1
"3082","Tufted Titmouse",154,11,0
"3083","Summer Tanager",154,11,18
"3084","Scarlet Tanager",154,11,0
"3085","Eastern Wood-Pewee",155,11,0
"3086","Acadian Flycatcher",155,11,53
"3087","Yellow-throated Vireo",155,11,19
"3088","Tufted Titmouse",155,11,0
"3089","Summer Tanager",155,11,1
"3090","Scarlet Tanager",155,11,1
"3091","Eastern Wood-Pewee",156,11,0
"3092","Acadian Flycatcher",156,11,89
"3093","Yellow-throated Vireo",156,11,18
"3094","Tufted Titmouse",156,11,0
"3095","Summer Tanager",156,11,0
"3096","Scarlet Tanager",156,11,0
"3097","Eastern Wood-Pewee",157,11,0
"3098","Acadian Flycatcher",157,11,14
"3099","Yellow-throated Vireo",157,11,0
"3100","Tufted Titmouse",157,11,4
"3101","Summer Tanager",157,11,12
"3102","Scarlet Tanager",157,11,0
"3103","Eastern Wood-Pewee",158,11,0
"3104","Acadian Flycatcher",158,11,45
"3105","Yellow-throated Vireo",158,11,3
"3106","Tufted Titmouse",158,11,5
"3107","Summer Tanager",158,11,1
"3108","Scarlet Tanager",158,11,0
"3109","Eastern Wood-Pewee",159,11,0
"3110","Acadian Flycatcher",159,11,10
"3111","Yellow-throated Vireo",159,11,16
"3112","Tufted Titmouse",159,11,0
"3113","Summer Tanager",159,11,53
"3114","Scarlet Tanager",159,11,0
"3115","Eastern Wood-Pewee",160,11,17
"3116","Acadian Flycatcher",160,11,16
"3117","Yellow-throated Vireo",160,11,14
"3118","Tufted Titmouse",160,11,0
"3119","Summer Tanager",160,11,1
"3120","Scarlet Tanager",160,11,0
"3121","Eastern Wood-Pewee",161,11,0
"3122","Acadian Flycatcher",161,11,3
"3123","Yellow-throated Vireo",161,11,33
"3124","Tufted Titmouse",161,11,4
"3125","Summer Tanager",161,11,4
"3126","Scarlet Tanager",161,11,0
"3127","Eastern Wood-Pewee",162,11,0
"3128","Acadian Flycatcher",162,11,0
"3129","Yellow-throated Vireo",162,11,42
"3130","Tufted Titmouse",162,11,0
"3131","Summer Tanager",162,11,9
"3132","Scarlet Tanager",162,11,1
"3133","Eastern Wood-Pewee",163,11,5
"3134","Acadian Flycatcher",163,11,3
"3135","Yellow-throated Vireo",163,11,21
"3136","Tufted Titmouse",163,11,0
"3137","Summer Tanager",163,11,5
"3138","Scarlet Tanager",163,11,2
"3139","Eastern Wood-Pewee",164,11,0
"3140","Acadian Flycatcher",164,11,4
"3141","Yellow-throated Vireo",164,11,0
"3142","Tufted Titmouse",164,11,1
"3143","Summer Tanager",164,11,0
"3144","Scarlet Tanager",164,11,0
"3145","Eastern Wood-Pewee",165,11,12
"3146","Acadian Flycatcher",165,11,51
"3147","Yellow-throated Vireo",165,11,9
"3148","Tufted Titmouse",165,11,27
"3149","Summer Tanager",165,11,2
"3150","Scarlet Tanager",165,11,0
"3151","Eastern Wood-Pewee",166,11,42
"3152","Acadian Flycatcher",166,11,23
"3153","Yellow-throated Vireo",166,11,7
"3154","Tufted Titmouse",166,11,85
"3155","Summer Tanager",166,11,10
"3156","Scarlet Tanager",166,11,0
"3157","Eastern Wood-Pewee",167,11,0
"3158","Acadian Flycatcher",167,11,7
"3159","Yellow-throated Vireo",167,11,13
"3160","Tufted Titmouse",167,11,0
"3161","Summer Tanager",167,11,1
"3162","Scarlet Tanager",167,11,0
"3163","Eastern Wood-Pewee",168,11,36
"3164","Acadian Flycatcher",168,11,8
"3165","Yellow-throated Vireo",168,11,9
"3166","Tufted Titmouse",168,11,0
"3167","Summer Tanager",168,11,0
"3168","Scarlet Tanager",168,11,1
"3169","Eastern Wood-Pewee",169,11,18
"3170","Acadian Flycatcher",169,11,6
"3171","Yellow-throated Vireo",169,11,2
"3172","Tufted Titmouse",169,11,1
"3173","Summer Tanager",169,11,0
"3174","Scarlet Tanager",169,11,0
"3175","Eastern Wood-Pewee",170,11,0
"3176","Acadian Flycatcher",170,11,11
"3177","Yellow-throated Vireo",170,11,1
"3178","Tufted Titmouse",170,11,5
"3179","Summer Tanager",170,11,0
"3180","Scarlet Tanager",170,11,0
"3181","Eastern Wood-Pewee",171,11,0
"3182","Acadian Flycatcher",171,11,10
"3183","Yellow-throated Vireo",171,11,0
"3184","Tufted Titmouse",171,11,4
"3185","Summer Tanager",171,11,0
"3186","Scarlet Tanager",171,11,0
"3187","Eastern Wood-Pewee",172,11,0
"3188","Acadian Flycatcher",172,11,2
"3189","Yellow-throated Vireo",172,11,28
"3190","Tufted Titmouse",172,11,0
"3191","Summer Tanager",172,11,1
"3192","Scarlet Tanager",172,11,13
"3193","Eastern Wood-Pewee",173,11,0
"3194","Acadian Flycatcher",173,11,0
"3195","Yellow-throated Vireo",173,11,139
"3196","Tufted Titmouse",173,11,5
"3197","Summer Tanager",173,11,1
"3198","Scarlet Tanager",173,11,11
"3199","Eastern Wood-Pewee",174,11,0
"3200","Acadian Flycatcher",174,11,1
"3201","Yellow-throated Vireo",174,11,0
"3202","Tufted Titmouse",174,11,0
"3203","Summer Tanager",174,11,0
"3204","Scarlet Tanager",174,11,0
"3205","Eastern Wood-Pewee",175,11,0
"3206","Acadian Flycatcher",175,11,12
"3207","Yellow-throated Vireo",175,11,0
"3208","Tufted Titmouse",175,11,16
"3209","Summer Tanager",175,11,1
"3210","Scarlet Tanager",175,11,1
"3211","Eastern Wood-Pewee",176,11,2
"3212","Acadian Flycatcher",176,11,13
"3213","Yellow-throated Vireo",176,11,0
"3214","Tufted Titmouse",176,11,0
"3215","Summer Tanager",176,11,6
"3216","Scarlet Tanager",176,11,0
"3217","Eastern Wood-Pewee",177,11,1
"3218","Acadian Flycatcher",177,11,12
"3219","Yellow-throated Vireo",177,11,2
"3220","Tufted Titmouse",177,11,0
"3221","Summer Tanager",177,11,1
"3222","Scarlet Tanager",177,11,0
"3223","Eastern Wood-Pewee",178,11,0
"3224","Acadian Flycatcher",178,11,23
"3225","Yellow-throated Vireo",178,11,1
"3226","Tufted Titmouse",178,11,0
"3227","Summer Tanager",178,11,0
"3228","Scarlet Tanager",178,11,0
"3229","Eastern Wood-Pewee",179,11,0
"3230","Acadian Flycatcher",179,11,11
"3231","Yellow-throated Vireo",179,11,0
"3232","Tufted Titmouse",179,11,0
"3233","Summer Tanager",179,11,0
"3234","Scarlet Tanager",179,11,0
"3235","Eastern Wood-Pewee",180,11,0
"3236","Acadian Flycatcher",180,11,0
"3237","Yellow-throated Vireo",180,11,0
"3238","Tufted Titmouse",180,11,0
"3239","Summer Tanager",180,11,0
"3240","Scarlet Tanager",180,11,0
"3241","Eastern Wood-Pewee",181,11,6
"3242","Acadian Flycatcher",181,11,5
"3243","Yellow-throated Vireo",181,11,0
"3244","Tufted Titmouse",181,11,2
"3245","Summer Tanager",181,11,0
"3246","Scarlet Tanager",181,11,0
"3247","Eastern Wood-Pewee",182,11,0
"3248","Acadian Flycatcher",182,11,4
"3249","Yellow-throated Vireo",182,11,0
"3250","Tufted Titmouse",182,11,0
"3251","Summer Tanager",182,11,0
"3252","Scarlet Tanager",182,11,0
"3253","Eastern Wood-Pewee",183,11,0
"3254","Acadian Flycatcher",183,11,10
"3255","Yellow-throated Vireo",183,11,0
"3256","Tufted Titmouse",183,11,5
"3257","Summer Tanager",183,11,2
"3258","Scarlet Tanager",183,11,0
"3259","Eastern Wood-Pewee",184,11,10
"3260","Acadian Flycatcher",184,11,2
"3261","Yellow-throated Vireo",184,11,0
"3262","Tufted Titmouse",184,11,0
"3263","Summer Tanager",184,11,0
"3264","Scarlet Tanager",184,11,0
"3265","Eastern Wood-Pewee",185,11,8
"3266","Acadian Flycatcher",185,11,13
"3267","Yellow-throated Vireo",185,11,0
"3268","Tufted Titmouse",185,11,0
"3269","Summer Tanager",185,11,0
"3270","Scarlet Tanager",185,11,0
"3271","Eastern Wood-Pewee",186,11,0
"3272","Acadian Flycatcher",186,11,8
"3273","Yellow-throated Vireo",186,11,0
"3274","Tufted Titmouse",186,11,0
"3275","Summer Tanager",186,11,0
"3276","Scarlet Tanager",186,11,0
"3277","Eastern Wood-Pewee",187,11,0
"3278","Acadian Flycatcher",187,11,86
"3279","Yellow-throated Vireo",187,11,0
"3280","Tufted Titmouse",187,11,0
"3281","Summer Tanager",187,11,1
"3282","Scarlet Tanager",187,11,0
"3283","Eastern Wood-Pewee",188,11,0
"3284","Acadian Flycatcher",188,11,0
"3285","Yellow-throated Vireo",188,11,0
"3286","Tufted Titmouse",188,11,0
"3287","Summer Tanager",188,11,0
"3288","Scarlet Tanager",188,11,1
"3289","Eastern Wood-Pewee",189,11,2
"3290","Acadian Flycatcher",189,11,2
"3291","Yellow-throated Vireo",189,11,0
"3292","Tufted Titmouse",189,11,0
"3293","Summer Tanager",189,11,1
"3294","Scarlet Tanager",189,11,0
"3295","Eastern Wood-Pewee",190,11,0
"3296","Acadian Flycatcher",190,11,4
"3297","Yellow-throated Vireo",190,11,0
"3298","Tufted Titmouse",190,11,0
"3299","Summer Tanager",190,11,0
"3300","Scarlet Tanager",190,11,0
"3301","Eastern Wood-Pewee",191,11,0
"3302","Acadian Flycatcher",191,11,0
"3303","Yellow-throated Vireo",191,11,0
"3304","Tufted Titmouse",191,11,0
"3305","Summer Tanager",191,11,0
"3306","Scarlet Tanager",191,11,0
"3307","Eastern Wood-Pewee",192,11,0
"3308","Acadian Flycatcher",192,11,0
"3309","Yellow-throated Vireo",192,11,0
"3310","Tufted Titmouse",192,11,0
"3311","Summer Tanager",192,11,0
"3312","Scarlet Tanager",192,11,1
"3313","Eastern Wood-Pewee",193,11,0
"3314","Acadian Flycatcher",193,11,0
"3315","Yellow-throated Vireo",193,11,1
"3316","Tufted Titmouse",193,11,0
"3317","Summer Tanager",193,11,0
"3318","Scarlet Tanager",193,11,0
"3319","Eastern Wood-Pewee",194,11,0
"3320","Acadian Flycatcher",194,11,3
"3321","Yellow-throated Vireo",194,11,4
"3322","Tufted Titmouse",194,11,0
"3323","Summer Tanager",194,11,0
"3324","Scarlet Tanager",194,11,2
"3325","Eastern Wood-Pewee",195,11,0
"3326","Acadian Flycatcher",195,11,0
"3327","Yellow-throated Vireo",195,11,2
"3328","Tufted Titmouse",195,11,0
"3329","Summer Tanager",195,11,0
"3330","Scarlet Tanager",195,11,0
"3331","Eastern Wood-Pewee",196,11,0
"3332","Acadian Flycatcher",196,11,4
"3333","Yellow-throated Vireo",196,11,3
"3334","Tufted Titmouse",196,11,1
"3335","Summer Tanager",196,11,0
"3336","Scarlet Tanager",196,11,0
"3337","Eastern Wood-Pewee",197,11,0
"3338","Acadian Flycatcher",197,11,0
"3339","Yellow-throated Vireo",197,11,0
"3340","Tufted Titmouse",197,11,0
"3341","Summer Tanager",197,11,6
"3342","Scarlet Tanager",197,11,1
"3343","Eastern Wood-Pewee",198,11,0
"3344","Acadian Flycatcher",198,11,0
"3345","Yellow-throated Vireo",198,11,0
"3346","Tufted Titmouse",198,11,3
"3347","Summer Tanager",198,11,2
"3348","Scarlet Tanager",198,11,0
"3349","Eastern Wood-Pewee",199,11,0
"3350","Acadian Flycatcher",199,11,22
"3351","Yellow-throated Vireo",199,11,0
"3352","Tufted Titmouse",199,11,1
"3353","Summer Tanager",199,11,0
"3354","Scarlet Tanager",199,11,0
"3355","Eastern Wood-Pewee",200,11,0
"3356","Acadian Flycatcher",200,11,0
"3357","Yellow-throated Vireo",200,11,0
"3358","Tufted Titmouse",200,11,0
"3359","Summer Tanager",200,11,0
"3360","Scarlet Tanager",200,11,0
"3361","Eastern Wood-Pewee",201,11,0
"3362","Acadian Flycatcher",201,11,0
"3363","Yellow-throated Vireo",201,11,0
"3364","Tufted Titmouse",201,11,0
"3365","Summer Tanager",201,11,0
"3366","Scarlet Tanager",201,11,0
"3367","Eastern Wood-Pewee",151,12,1
"3368","Acadian Flycatcher",151,12,24
"3369","Yellow-throated Vireo",151,12,15
"3370","Tufted Titmouse",151,12,0
"3371","Summer Tanager",151,12,1
"3372","Scarlet Tanager",151,12,2
"3373","Eastern Wood-Pewee",152,12,1
"3374","Acadian Flycatcher",152,12,56
"3375","Yellow-throated Vireo",152,12,2
"3376","Tufted Titmouse",152,12,0
"3377","Summer Tanager",152,12,140
"3378","Scarlet Tanager",152,12,0
"3379","Eastern Wood-Pewee",153,12,11
"3380","Acadian Flycatcher",153,12,29
"3381","Yellow-throated Vireo",153,12,19
"3382","Tufted Titmouse",153,12,0
"3383","Summer Tanager",153,12,0
"3384","Scarlet Tanager",153,12,0
"3385","Eastern Wood-Pewee",154,12,26
"3386","Acadian Flycatcher",154,12,14
"3387","Yellow-throated Vireo",154,12,0
"3388","Tufted Titmouse",154,12,0
"3389","Summer Tanager",154,12,1
"3390","Scarlet Tanager",154,12,0
"3391","Eastern Wood-Pewee",155,12,0
"3392","Acadian Flycatcher",155,12,82
"3393","Yellow-throated Vireo",155,12,7
"3394","Tufted Titmouse",155,12,23
"3395","Summer Tanager",155,12,0
"3396","Scarlet Tanager",155,12,0
"3397","Eastern Wood-Pewee",156,12,0
"3398","Acadian Flycatcher",156,12,171
"3399","Yellow-throated Vireo",156,12,1
"3400","Tufted Titmouse",156,12,0
"3401","Summer Tanager",156,12,0
"3402","Scarlet Tanager",156,12,0
"3403","Eastern Wood-Pewee",157,12,1
"3404","Acadian Flycatcher",157,12,27
"3405","Yellow-throated Vireo",157,12,4
"3406","Tufted Titmouse",157,12,16
"3407","Summer Tanager",157,12,0
"3408","Scarlet Tanager",157,12,0
"3409","Eastern Wood-Pewee",158,12,0
"3410","Acadian Flycatcher",158,12,4
"3411","Yellow-throated Vireo",158,12,3
"3412","Tufted Titmouse",158,12,1
"3413","Summer Tanager",158,12,16
"3414","Scarlet Tanager",158,12,1
"3415","Eastern Wood-Pewee",159,12,10
"3416","Acadian Flycatcher",159,12,0
"3417","Yellow-throated Vireo",159,12,12
"3418","Tufted Titmouse",159,12,0
"3419","Summer Tanager",159,12,45
"3420","Scarlet Tanager",159,12,1
"3421","Eastern Wood-Pewee",160,12,8
"3422","Acadian Flycatcher",160,12,2
"3423","Yellow-throated Vireo",160,12,6
"3424","Tufted Titmouse",160,12,6
